IMG0289_0602.203018.125.raw,12771.967335
IMG0290_0602.203031.482.raw,21756.969451
IMG0291_0602.203135.061.raw,12768.099119
IMG0292_0602.203148.402.raw,21749.102883
IMG0293_0602.203251.981.raw,12772.303298
IMG0294_0602.203305.321.raw,21756.228475
IMG0295_0602.203408.916.raw,12770.579664
IMG0296_0602.203422.273.raw,21753.263240
IMG0297_0602.203525.836.raw,12771.498581
IMG0298_0602.203539.176.raw,21751.177086
IMG0299_0602.203642.756.raw,12775.524819
IMG0300_0602.203656.096.raw,21751.473211
IMG0301_0602.203759.691.raw,12773.426714
IMG0302_0602.203813.031.raw,21763.593091
IMG0303_0602.203916.595.raw,12779.006612
IMG0304_0602.203929.951.raw,21760.311813
IMG0305_0602.204033.515.raw,12773.862270
IMG0306_0602.204046.856.raw,21759.621297
IMG0307_0602.204150.419.raw,12772.578176
IMG0308_0602.204203.775.raw,21761.485690
IMG0309_0602.204307.355.raw,12781.358350
IMG0310_0602.204320.696.raw,21758.099507
IMG0311_0602.204424.260.raw,12782.436617
IMG0312_0602.204437.600.raw,21769.356242
IMG0313_0602.204541.179.raw,12776.010836
IMG0314_0602.204554.520.raw,21761.995609
IMG0315_0602.204658.132.raw,12782.205560
IMG0316_0602.204711.472.raw,21769.285863
IMG0317_0602.204815.036.raw,12776.840783
IMG0318_0602.204828.392.raw,21766.401631
IMG0319_0602.204932.002.raw,12783.634396
IMG0320_0602.204945.359.raw,21757.918910
IMG0321_0602.205048.907.raw,12778.033251
IMG0322_0602.205102.264.raw,21758.043734
IMG0323_0602.205205.827.raw,12777.479510
IMG0324_0602.205219.168.raw,21758.778071
IMG0325_0602.205322.731.raw,12778.641436
IMG0326_0602.205336.072.raw,21778.423246
IMG0327_0602.205439.636.raw,12784.397947
IMG0328_0602.205452.977.raw,21775.503161
IMG0329_0602.205556.556.raw,12786.942232
IMG0330_0602.205609.912.raw,21765.744313
IMG0331_0602.205713.507.raw,12778.921626
IMG0332_0602.205726.848.raw,21768.763992
IMG0333_0602.205830.427.raw,12785.190713
IMG0334_0602.205843.783.raw,21764.181357
IMG0335_0602.205947.347.raw,12782.044882
IMG0336_0602.210000.703.raw,21772.994729
IMG0337_0602.210104.252.raw,12782.909355
IMG0338_0602.210117.655.raw,21763.307589
IMG0339_0602.210221.188.raw,12782.423338
IMG0340_0602.210234.528.raw,21782.862465
IMG0341_0602.210338.123.raw,12782.995669
IMG0342_0602.210351.479.raw,21774.238986
IMG0343_0602.210455.120.raw,12785.773667
IMG0344_0602.210508.461.raw,21781.931597
IMG0345_0602.210612.040.raw,12789.842399
IMG0346_0602.210625.381.raw,21779.413870
IMG0347_0602.210728.944.raw,12785.427081
IMG0348_0602.210742.285.raw,21780.729834
IMG0349_0602.210845.864.raw,12785.594399
IMG0350_0602.210859.204.raw,21780.982138
IMG0351_0602.211002.768.raw,12791.307089
IMG0352_0602.211016.124.raw,21776.874897
IMG0353_0602.211119.673.raw,12791.065408
IMG0354_0602.211133.029.raw,21789.069140
IMG0355_0602.211236.608.raw,12794.815440
IMG0356_0602.211249.964.raw,21790.993289
IMG0357_0602.211353.543.raw,12796.747557
IMG0358_0602.211406.883.raw,21789.134208
IMG0359_0602.211510.478.raw,12792.163594
IMG0360_0602.211523.819.raw,21786.064069
IMG0361_0602.211627.383.raw,12793.928393
IMG0362_0602.211640.723.raw,21788.127648
IMG0363_0602.211744.349.raw,12795.544466
IMG0364_0602.211757.690.raw,21778.990265
IMG0365_0602.211901.301.raw,12796.612109
IMG0366_0602.211914.641.raw,21787.427837
IMG0367_0602.212018.204.raw,12795.106254
IMG0368_0602.212031.561.raw,21793.920014
IMG0369_0602.212135.125.raw,12799.031570
IMG0370_0602.212148.481.raw,21783.615393
IMG0371_0602.212252.060.raw,12793.198040
IMG0372_0602.212305.401.raw,21792.191068
IMG0373_0602.212408.980.raw,12791.676249
IMG0374_0602.212422.336.raw,21786.265912
IMG0375_0602.212525.947.raw,12797.075552
IMG0376_0602.212539.287.raw,21798.873136
IMG0377_0602.212642.866.raw,12803.895723
IMG0378_0602.212656.207.raw,21797.623568
IMG0379_0602.212759.817.raw,12797.784658
IMG0380_0602.212813.173.raw,21784.076180
IMG0381_0602.212916.753.raw,12799.226774
IMG0382_0602.212930.109.raw,21800.890239
IMG0383_0602.213033.672.raw,12805.250196
IMG0384_0602.213047.044.raw,21792.808549
IMG0385_0602.213150.639.raw,12802.230518
IMG0386_0602.213203.995.raw,21805.308212
IMG0387_0602.213307.590.raw,12798.191000
IMG0388_0602.213320.946.raw,21797.490777
IMG0389_0602.213424.556.raw,12805.616701
IMG0390_0602.213437.913.raw,21802.076067
IMG0391_0602.213541.476.raw,12806.019059
IMG0392_0602.213554.817.raw,21789.371905
IMG0393_0602.213658.396.raw,12808.016243
IMG0394_0602.213711.736.raw,21790.564372
IMG0395_0602.213815.316.raw,12798.889484
IMG0396_0602.213828.657.raw,21800.267447
IMG0397_0602.213932.220.raw,12806.613965
IMG0398_0602.213945.592.raw,21793.842994
IMG0399_0602.214049.171.raw,12803.280898
IMG0400_0602.214102.527.raw,21803.318996
